67198.0	63029.99999999999	60630.0	60134.00000000001	65652.0	64695.0	63646.99999999999	68095.0	67914.0	67360.0	71492.0	66602.0	71443.0	65658.0	64120.0	60029.99999999999	66321.0	61258.00000000001	62505.0	60691.0	61396.0	61422.99999999999	64362.00000000001	63536.99999999999	
71443.0	65658.0	64120.0	60029.99999999999	66321.0	61258.00000000001	62505.0	60691.0	61396.0	61422.99999999999	64362.00000000001	63536.99999999999	68564.0	59307.0	58939.0	63378.99999999999	62631.0	64560.00000000001	63064.00000000001	62378.0	65745.0	64885.0	65885.0	66374.0	
68564.0	59307.0	58939.0	63378.99999999999	62631.0	64560.00000000001	63064.00000000001	62378.0	65745.0	64885.0	65885.0	66374.0	65787.0	60947.0	57431.0	61042.0	58313.0	58477.0	62055.99999999999	59727.0	65245.99999999999	67701.0	68305.0	68537.0	
65787.0	60947.0	57431.0	61042.0	58313.0	58477.0	62055.99999999999	59727.0	65245.99999999999	67701.0	68305.0	68537.0	68721.0	63502.0	67640.0	71731.0	73766.0	75638.0	76834.0	79204.0	83444.0	85101.0	84976.0	84207.0	
68721.0	63502.0	67640.0	71731.0	73766.0	75638.0	76834.0	79204.0	83444.0	85101.0	84976.0	84207.0	83197.0	81554.0	81055.0	79839.0	83037.0	84932.0	81218.0	82187.0	83519.0	84321.0	91374.0	85984.0	
83197.0	81554.0	81055.0	79839.0	83037.0	84932.0	81218.0	82187.0	83519.0	84321.0	91374.0	85984.0	90720.0	84362.0	86894.0	84058.0	87965.0	89482.0	86867.0	88725.0	90571.0	94932.0	98457.0	93074.0	
90720.0	84362.0	86894.0	84058.0	87965.0	89482.0	86867.0	88725.0	90571.0	94932.0	98457.0	93074.0	99154.643	86495.684	88446.109	91703.838	96060.257	110924.228	93271.29	87026.892	96957.196	97881.838	97757.759	98478.473	
99154.643	86495.684	88446.109	91703.838	96060.257	110924.228	93271.29	87026.892	96957.196	97881.838	97757.759	98478.473	101008.419	88424.672	99611.966	100907.549	100095.374	104902.84	107378.98	113575.323	117918.035	119326.91100000001	122670.21800000001	121635.191	
101008.419	88424.672	99611.966	100907.549	100095.374	104902.84	107378.98	113575.323	117918.035	119326.91100000001	122670.21800000001	121635.191	124933.85200000001	116612.446	117744.889	121627.889	121566.523	127017.267	126696.69100000002	125147.32599999999	130010.479	131071.333	134359.466	134118.897	
124933.85200000001	116612.446	117744.889	121627.889	121566.523	127017.267	126696.69100000002	125147.32599999999	130010.479	131071.333	134359.466	134118.897	128113.545	120684.707	122286.64799999999	125055.55700000002	124640.307	123377.506	113190.374	110758.559	109504.31	100715.753	105982.962	103348.832	
128113.545	120684.707	122286.64799999999	125055.55700000002	124640.307	123377.506	113190.374	110758.559	109504.31	100715.753	105982.962	103348.832	112714.771	106441.721	103953.416	115101.852	117116.017	119210.031	116741.939	121064.63100000001	124127.28600000001	128016.302	124861.785	120771.923	
112714.771	106441.721	103953.416	115101.852	117116.017	119210.031	116741.939	121064.63100000001	124127.28600000001	128016.302	124861.785	120771.923	126555.24900000001	119833.051	110168.399	118417.59	120129.725	126590.753	125564.02	130322.60399999999	129705.599	131731.415	131416.265	130684.79400000001	
126555.24900000001	119833.051	110168.399	118417.59	120129.725	126590.753	125564.02	130322.60399999999	129705.599	131731.415	131416.265	130684.79400000001	131818.431	117339.01	120628.90900000001	127725.91299999999	128287.90200000002	131858.535	126653.07000000002	127849.993	132127.974	132012.379	138773.583	137896.675	
131818.431	117339.01	120628.90900000001	127725.91299999999	128287.90200000002	131858.535	126653.07000000002	127849.993	132127.974	132012.379	138773.583	137896.675	137814.675	126118.856	130189.08400000002	134716.973	133986.252	136988.134	138711.344	144306.235	144285.718	142468.542	144439.09	140673.755	
137814.675	126118.856	130189.08400000002	134716.973	133986.252	136988.134	138711.344	144306.235	144285.718	142468.542	144439.09	140673.755	137658.272	131101.552	130751.39299999998	134852.496	132435.913	139910.819	140483.822	142222.029	149183.936	150712.582	151910.659	143433.648	
137658.272	131101.552	130751.39299999998	134852.496	132435.913	139910.819	140483.822	142222.029	149183.936	150712.582	151910.659	143433.648	148479.77	142040.797	134357.225	146469.671	145669.811	152689.744	146237.74	154621.673	159304.274	159331.561	164925.141	159919.699	
148479.77	142040.797	134357.225	146469.671	145669.811	152689.744	146237.74	154621.673	159304.274	159331.561	164925.141	159919.699	157217.992	150627.675	149859.307	151855.9	155996.141	162518.959	166039.406	171294.908	178140.662	179374.635	172626.231	171426.877	
