189858.0	171522.0	188118.0	192085.0	198861.0	201826.0	208663.0	211939.0	207879.0	215017.0	207246.0	209512.0	204044.0	186531.0	198345.0	196143.0	208521.0	203257.0	206194.0	209262.0	205964.0	213854.0	210686.0	217616.0	
204044.0	186531.0	198345.0	196143.0	208521.0	203257.0	206194.0	209262.0	205964.0	213854.0	210686.0	217616.0	207477.0	186454.0	215978.0	209741.0	223671.0	234136.0	223398.0	224317.0	221851.0	232751.0	227516.0	236938.0	
207477.0	186454.0	215978.0	209741.0	223671.0	234136.0	223398.0	224317.0	221851.0	232751.0	227516.0	236938.0	229248.0	205539.0	233006.0	223961.0	242017.0	236473.0	239046.0	256228.0	253446.00000000003	260833.99999999997	260707.0	268813.0	
229248.0	205539.0	233006.0	223961.0	242017.0	236473.0	239046.0	256228.0	253446.00000000003	260833.99999999997	260707.0	268813.0	260565.0	233007.99999999997	268683.0	252660.0	269979.0	268532.0	267908.0	286937.0	276902.0	288503.0	278166.0	287744.0	
260565.0	233007.99999999997	268683.0	252660.0	269979.0	268532.0	267908.0	286937.0	276902.0	288503.0	278166.0	287744.0	280285.0	262635.0	283775.0	275847.0	294717.0	287312.0	297339.0	310686.0	305785.0	314590.0	309936.0	319590.0	
280285.0	262635.0	283775.0	275847.0	294717.0	287312.0	297339.0	310686.0	305785.0	314590.0	309936.0	319590.0	304269.0	273504.0	306410.0	301935.0	321548.0	321856.0	326474.0	332665.0	333824.0	350498.0	334893.0	342902.0	
304269.0	273504.0	306410.0	301935.0	321548.0	321856.0	326474.0	332665.0	333824.0	350498.0	334893.0	342902.0	335237.82	313470.687	347096.36	341712.397	360418.677	349718.955	354483.254	367981.637	365716.123	380631.835	363673.05	373077.4	
335237.82	313470.687	347096.36	341712.397	360418.677	349718.955	354483.254	367981.637	365716.123	380631.835	363673.05	373077.4	355342.0	318371.3	364686.7	350101.687	361399.35	366833.269	375853.939	402236.256	389178.996	400516.442	397454.389	407247.196	
355342.0	318371.3	364686.7	350101.687	361399.35	366833.269	375853.939	402236.256	389178.996	400516.442	397454.389	407247.196	388266.348	363445.33	391650.986	377204.944	404828.917	396596.348	392754.738	417842.387	405118.535	422306.724	416762.162	417217.291	
388266.348	363445.33	391650.986	377204.944	404828.917	396596.348	392754.738	417842.387	405118.535	422306.724	416762.162	417217.291	395508.503	352375.591	402953.739	384967.19	411211.367	372165.672	364844.395	368773.233	344829.833	367753.609	359727.053	377129.326	
395508.503	352375.591	402953.739	384967.19	411211.367	372165.672	364844.395	368773.233	344829.833	367753.609	359727.053	377129.326	358709.499	334927.347	371577.003	371848.093	391209.963	376031.612	394349.118	411866.05	407171.625	423478.513	411088.455	418351.346	
358709.499	334927.347	371577.003	371848.093	391209.963	376031.612	394349.118	411866.05	407171.625	423478.513	411088.455	418351.346	412964.533	361698.166	397408.787	396835.728	423493.073	416184.044	429738.512	438712.736	436382.662	454061.852	435875.151	445771.325	
412964.533	361698.166	397408.787	396835.728	423493.073	416184.044	429738.512	438712.736	436382.662	454061.852	435875.151	445771.325	435767.531	390502.409	434392.744	422663.326	459076.065	443105.409	448439.225	467160.5520000001	462712.90499999997	478818.30799999996	475048.70800000004	487913.978	
435767.531	390502.409	434392.744	422663.326	459076.065	443105.409	448439.225	467160.5520000001	462712.90499999997	478818.30799999996	475048.70800000004	487913.978	475347.32800000004	425026.624	477634.611	467045.50399999996	483931.15199999994	490503.392	493418.16900000005	507931.788	498985.209	518526.69500000007	508659.62	503668.52600000007	
475347.32800000004	425026.624	477634.611	467045.50399999996	483931.15199999994	490503.392	493418.16900000005	507931.788	498985.209	518526.69500000007	508659.62	503668.52600000007	497318.26599999995	449938.277	500439.416	470639.31200000003	501902.254	504001.78	517044.364	547090.16	540242.111	569644.314	543244.934	554454.931	
497318.26599999995	449938.277	500439.416	470639.31200000003	501902.254	504001.78	517044.364	547090.16	540242.111	569644.314	543244.934	554454.931	562328.954	478515.411	539440.701	525951.615	569212.588	549414.624	563895.304	588887.542	578301.768	604339.507	593957.334	589296.055	
562328.954	478515.411	539440.701	525951.615	569212.588	549414.624	563895.304	588887.542	578301.768	604339.507	593957.334	589296.055	574125.981	538862.518	574255.259	565074.529	597026.95	587971.833	623717.865	644174.874	638559.863	660073.92	639264.174	639189.408	
